,genres
2416,"[4, 6, 7]"
2417,[6]
2418,"[2, 3]"
2419,[6]
2420,[6]
2421,"[10, 8]"
2422,[6]
2423,[6]
2424,[6]
2425,"[4, 7]"
2426,[8]
2427,[4]
2428,[8]
2429,[4]
2430,[4]
2431,[4]
2432,"[4, 7]"
2433,[6]
2434,"[4, 13]"
2435,[4]
2436,"[6, 8]"
2437,[6]
2438,"[6, 10]"
2439,[6]
2440,[4]
2441,[4]
2442,"[4, 6]"
2443,"[14, 13, 6, 8]"
2444,"[6, 7, 8]"
2445,"[4, 5]"
2446,"[0, 6, 7]"
2447,[6]
2448,"[4, 6, 7]"
2449,"[13, 6, 10, 8]"
2450,"[4, 6]"
2451,"[14, 4, 1]"
2452,"[14, 13, 6, 8]"
2453,"[4, 13, 6, 8]"
2454,"[14, 13, 8, 16]"
2455,"[14, 4]"
2456,"[6, 7, 9]"
2457,"[4, 6, 7]"
2458,[6]
2459,"[13, 6]"
2460,"[4, 1, 10, 8]"
2461,"[6, 8]"
2462,"[14, 13, 6, 8]"
2463,[4]
2464,[1]
2465,[18]
2466,[14]
2467,"[4, 10, 7]"
2468,"[0, 6]"
2469,[4]
2470,"[2, 3]"
2471,[6]
2472,[1]
2473,[6]
2474,[6]
2475,"[13, 6, 8]"
2476,"[4, 6]"
2477,"[1, 9, 8]"
2478,"[4, 13]"
2479,[4]
2480,[18]
2481,[4]
2482,"[4, 6, 7]"
2483,"[4, 6]"
2484,"[4, 6]"
2485,[4]
2486,[12]
2487,"[14, 8]"
2488,"[4, 6]"
2489,"[4, 13]"
2490,[4]
2491,"[4, 6]"
2492,"[4, 9]"
2493,[18]
2494,"[13, 6]"
2495,"[6, 7]"
2496,"[6, 7]"
2497,[6]
2498,"[13, 6, 17, 8]"
2499,[18]
2500,[4]
2501,"[6, 11]"
2502,[1]
2503,"[0, 3]"
2504,"[0, 6]"
2505,[6]
2506,"[4, 7]"
2507,[9]
2508,"[5, 1, 10, 8]"
2509,"[6, 7]"
2510,"[4, 6, 5, 7]"
2511,"[4, 6]"
2512,"[6, 7]"
2513,"[4, 6, 7]"
2514,"[13, 6]"
2515,"[4, 6]"
2516,"[13, 17]"
2517,"[6, 16]"
2518,"[7, 16]"
2519,"[6, 8]"
2520,"[14, 11]"
2521,[6]
2522,[6]
2523,[6]
2524,"[14, 13]"
2525,[4]
2526,"[6, 10, 8]"
2527,"[4, 10]"
2528,"[3, 4]"
2529,"[14, 0]"
2530,"[0, 13, 6, 7]"
2531,[4]
2532,[4]
2533,"[4, 5, 7]"
2534,"[4, 7]"
2535,[4]
2536,"[0, 3, 4, 12]"
2537,"[3, 4]"
2538,"[3, 4, 12]"
2539,"[0, 2, 3, 5]"
2540,"[0, 9]"
2541,"[4, 6, 7]"
2542,"[6, 8]"
2543,"[14, 6]"
2544,"[14, 6]"
2545,"[14, 0, 6, 11]"
2546,[6]
2547,"[6, 8]"
2548,"[4, 6]"
2549,"[0, 3, 6]"
2550,"[6, 7, 11]"
2551,[6]
2552,"[0, 4]"
2553,"[0, 13, 6]"
2554,"[6, 8]"
2555,[4]
2556,"[4, 7]"
2557,[6]
2558,[6]
2559,"[6, 12]"
2560,"[6, 7]"
2561,[6]
2562,"[2, 4]"
2563,"[14, 13, 6]"
2564,"[14, 6]"
2565,"[14, 6]"
2566,"[14, 6]"
2567,"[14, 6]"
2568,"[13, 6, 17]"
2569,"[6, 7]"
2570,"[14, 3, 4, 5, 9]"
2571,"[14, 3, 5]"
2572,"[14, 0, 3, 4, 5]"
2573,"[14, 6, 11]"
2574,"[14, 13, 6]"
2575,[14]
2576,"[10, 8]"
2577,"[4, 6]"
2578,[6]
2579,"[4, 6, 11]"
2580,[6]
2581,[4]
2582,[6]
2583,"[14, 13, 7, 8]"
2584,"[6, 7]"
2585,"[4, 7]"
2586,"[6, 8]"
2587,[6]
2588,"[6, 1]"
2589,"[0, 6, 8]"
2590,"[4, 6, 7]"
2591,"[4, 5]"
2592,"[6, 16]"
2593,[6]
2594,[6]
2595,"[0, 6]"
2596,"[0, 6, 9]"
2597,[4]
2598,"[9, 8]"
2599,"[6, 7]"
2600,"[1, 10]"
2601,"[4, 6]"
2602,[6]
2603,"[0, 5, 7]"
2604,"[6, 7]"
2605,"[4, 6, 7]"
2606,"[2, 3]"
2607,[8]
2608,"[0, 4, 5]"
2609,"[0, 4, 7]"
2610,"[0, 6, 16]"
2611,[6]
2612,[4]
2613,[6]
2614,"[6, 1, 8]"
2615,"[4, 6]"
2616,"[4, 7]"
2617,[6]
2618,"[6, 10, 9]"
2619,"[4, 6]"
2620,"[6, 10, 8]"
2621,"[4, 6]"
2622,[4]
2623,"[14, 0, 6, 8, 16]"
2624,"[6, 8]"
2625,[4]
2626,"[6, 7]"
2627,"[6, 8]"
2628,[6]
2629,"[4, 7]"
2630,"[4, 5, 7]"
2631,"[14, 6, 11]"
2632,"[4, 6]"
2633,"[4, 7]"
2634,[4]
2635,"[4, 6]"
2636,"[14, 9, 8]"
2637,"[6, 7]"
2638,"[13, 8]"
2639,"[4, 6, 7]"
2640,[6]
2641,"[13, 1, 10, 8]"
2642,"[4, 6, 7]"
2643,"[4, 6]"
2644,[4]
2645,[18]
2646,"[4, 6]"
2647,[4]
2648,"[6, 12]"
2649,"[6, 1, 8]"
2650,"[4, 6]"
2651,"[4, 12, 7]"
2652,[1]
2653,"[13, 6, 8]"
2654,[4]
2655,"[6, 8]"
2656,"[6, 7]"
2657,"[14, 8, 11]"
2658,"[6, 7]"
2659,"[10, 8]"
2660,"[4, 6, 7]"
2661,"[14, 1]"
2662,"[3, 4]"
2663,"[4, 6]"
2664,"[4, 6]"
2665,"[4, 6, 7]"
2666,"[4, 7]"
2667,"[4, 6]"
2668,"[4, 6]"
2669,"[1, 9]"
2670,"[1, 9]"
2671,"[1, 9]"
2672,"[14, 1, 9]"
2673,"[6, 7]"
2674,"[14, 0, 6]"
2675,[6]
2676,[4]
2677,"[14, 6, 7, 8]"
2678,"[6, 7]"
2679,[1]
2680,"[4, 6]"
2681,"[4, 6]"
2682,"[2, 9]"
2683,"[14, 9]"
2684,"[6, 12]"
2685,[4]
2686,[4]
2687,"[13, 6, 7, 8]"
2688,"[4, 12]"
2689,[12]
2690,"[4, 12, 7]"
2691,"[0, 4]"
2692,[18]
2693,"[4, 7]"
2694,"[0, 2, 3]"
2695,"[4, 7]"
2696,[4]
2697,"[4, 13]"
2698,[4]
2699,[4]
2700,"[14, 0, 8]"
2701,"[14, 0, 4, 16]"
2702,[18]
2703,[4]
2704,"[1, 8]"
2705,"[14, 6, 7, 11]"
2706,"[0, 4, 7]"
2707,"[4, 13]"
2708,"[14, 0, 7, 8]"
2709,[8]
2710,"[14, 0, 8]"
2711,[6]
2712,"[14, 0, 9, 8]"
2713,"[14, 0, 8]"
2714,"[4, 6]"
2715,[6]
2716,"[14, 6, 11]"
2717,[4]
2718,"[1, 9]"
2719,[6]
2720,[1]
2721,[18]
2722,"[14, 0, 6, 11]"
2723,[6]
2724,"[1, 9]"
2725,"[1, 9, 8]"
2726,"[1, 9, 8]"
2727,"[1, 9, 8]"
2728,"[1, 9, 8]"
2729,"[1, 9, 8]"
2730,"[14, 4, 13]"
2731,"[6, 7]"
2732,[4]
2733,"[4, 16]"
2734,"[0, 3]"
2735,"[0, 3]"
2736,"[0, 3, 4, 6]"
2737,"[4, 12, 7]"
2738,"[6, 1]"
2739,[18]
2740,[6]
2741,"[18, 12]"
2742,[18]
2743,"[14, 6, 8, 16]"
2744,"[14, 13, 6, 8]"
2745,"[13, 6, 17]"
2746,"[6, 7]"
2747,"[4, 6, 7]"
2748,"[1, 9, 8]"
2749,"[0, 2, 5, 9]"
2750,[4]
2751,[4]
2752,[4]
2753,[4]
2754,"[4, 1]"
2755,"[4, 1]"
2756,"[4, 1]"
2757,"[4, 1]"
2758,"[4, 1, 9, 8]"
2759,"[14, 9, 8]"
2760,"[14, 9]"
2761,"[0, 6, 7, 9]"
2762,"[6, 9]"
2763,"[13, 6, 9, 8]"
2764,"[14, 0, 9]"
2765,"[14, 0, 9, 8]"
2766,"[14, 0, 9]"
2767,"[14, 4, 7]"
2768,"[17, 1, 10, 8]"
2769,"[6, 7]"
2770,"[1, 8]"
2771,[1]
2772,"[14, 4, 13, 8]"
2773,[6]
2774,[4]
2775,[6]
2776,[6]
2777,"[4, 13]"
2778,"[14, 4, 13, 6]"
2779,"[14, 13]"
2780,"[4, 7]"
2781,[6]
2782,[6]
2783,"[6, 11]"
2784,"[2, 12]"
2785,"[14, 8]"
2786,"[1, 16]"
2787,"[13, 6, 17, 8]"
2788,"[14, 13, 6, 8]"
2789,"[6, 10]"
2790,"[6, 8]"
2791,[1]
2792,[6]
2793,"[13, 6]"
2794,[6]
2795,"[6, 16]"
2796,[6]
2797,"[4, 7]"
2798,"[14, 0, 4, 5]"
2799,"[13, 6, 8]"
2800,"[6, 11]"
2801,"[4, 7]"
2802,"[14, 13, 8]"
2803,"[14, 0, 2, 3, 9]"
2804,[6]
2805,[6]
2806,"[2, 3, 4]"
2807,"[0, 4]"
2808,"[14, 6, 11]"
2809,"[0, 2, 3, 4, 5]"
2810,"[6, 8]"
2811,[6]
2812,"[6, 9, 8]"
2813,[4]
2814,"[14, 13, 6, 8]"
2815,"[14, 13, 8]"
2816,"[14, 13, 8]"
2817,"[13, 6, 7]"
2818,"[14, 11]"
2819,"[14, 11]"
2820,"[14, 11]"
2821,[14]
2822,"[1, 9, 8]"
2823,"[14, 0, 5]"
2824,[4]
2825,"[4, 6, 7]"
2826,"[13, 6]"
2827,"[4, 5]"
2828,"[4, 1]"
2829,[4]
2830,[4]
2831,"[6, 10]"
2832,[6]
2833,[6]
2834,[6]
2835,"[6, 7, 16]"
2836,"[14, 0, 9]"
2837,"[4, 6]"
2838,[6]
2839,[8]
2840,"[6, 1, 10]"
2841,"[2, 3]"
2842,"[6, 10]"
2843,"[14, 9]"
2844,[16]
2845,"[0, 5]"
2846,"[6, 11]"
2847,[4]
2848,"[6, 8]"
2849,"[6, 11]"
2850,[4]
2851,[6]
2852,[4]
2853,[6]
2854,[4]
2855,[4]
2856,"[6, 7]"
2857,[6]
2858,"[6, 7]"
2859,"[4, 6, 7]"
2860,"[1, 9, 8]"
2861,"[14, 0, 4, 9]"
2862,"[4, 1, 8]"
2863,[4]
2864,[1]
2865,"[1, 9]"
2866,"[0, 6, 7]"
2867,[8]
2868,"[14, 4, 11]"
2869,"[14, 5, 1, 9, 8]"
2870,[1]
2871,[1]
2872,[1]
2873,"[14, 4]"
2874,[1]
2875,[6]
2876,[6]
2877,[4]
2878,[1]
2879,"[1, 10, 8]"
2880,[4]
2881,[4]
2882,"[6, 7]"
2883,[8]
2884,[4]
2885,[18]
2886,[4]
2887,[4]
2888,"[6, 1, 8]"
2889,"[14, 0, 9]"
2890,"[4, 18]"
2891,"[14, 4, 13, 7]"
2892,[4]
2893,[6]
2894,"[6, 16]"
2895,[6]
2896,"[4, 16]"
2897,"[14, 0, 5]"
2898,"[14, 8]"
2899,[4]
2900,[4]
2901,"[6, 7]"
2902,"[14, 0, 5]"
2903,"[4, 13, 6, 7, 8]"
2904,[6]
2905,"[13, 8]"
2906,"[13, 8]"
2907,[6]
2908,"[14, 4]"
2909,"[13, 6, 8]"
2910,"[4, 6]"
2911,"[4, 6]"
2912,"[13, 8]"
2913,[1]
2914,"[4, 7]"
2915,"[6, 12]"
2916,[4]
2917,"[4, 6]"
2918,[6]
2919,[6]
2920,[6]
2921,[1]
2922,[1]
2923,[1]
2924,"[6, 5, 10, 7]"
2925,[4]
2926,"[4, 6]"
2927,"[0, 9]"
2928,"[0, 9]"
2929,"[4, 1]"
2930,[4]
2931,"[0, 1, 9]"
2932,"[1, 9]"
2933,"[1, 9]"
2934,"[9, 8]"
2935,[1]
2936,[1]
2937,[1]
2938,[1]
2939,[1]
2940,[4]
2941,"[0, 2, 3]"
2942,"[14, 6, 8]"
2943,"[14, 13, 6, 8]"
2944,[4]
2945,[6]
2946,[6]
2947,[6]
2948,"[6, 8]"
2949,"[4, 7]"
2950,[4]
2951,"[14, 6]"
2952,[6]
2953,"[14, 0, 9]"
2954,"[4, 1]"
2955,[12]
2956,"[2, 3]"
2957,"[6, 17]"
2958,"[13, 17]"
2959,[6]
2960,[4]
2961,[6]
2962,"[4, 10]"
2963,"[14, 4]"
2964,"[13, 1, 10, 8]"
2965,"[0, 3]"
2966,"[14, 4]"
2967,"[6, 7]"
2968,[4]
2969,[6]
2970,"[14, 9, 8]"
2971,"[6, 7]"
2972,"[14, 0, 8]"
2973,"[6, 11]"
2974,"[14, 9, 8]"
2975,"[6, 7]"
2976,"[3, 4, 5]"
2977,[18]
2978,"[2, 3, 4]"
2979,"[3, 4]"
2980,"[6, 7, 11]"
2981,"[6, 7]"
2982,"[6, 9]"
2983,"[14, 6, 7]"
2984,"[14, 0, 4, 5]"
2985,[6]
2986,"[14, 0]"
2987,"[0, 6]"
2988,[4]
2989,[4]
2990,"[14, 0, 8]"
2991,"[0, 2, 3, 9]"
2992,[6]
2993,"[6, 11]"
2994,[6]
2995,[4]
2996,"[4, 13, 8]"
2997,"[4, 6]"
2998,"[6, 7]"
2999,"[4, 9]"
3000,"[0, 2, 3, 4, 5]"
3001,[6]
3002,"[4, 7]"
3003,[6]
3004,[8]
3005,[6]
3006,[6]
3007,"[4, 6, 7]"
3008,[7]
3009,"[4, 13]"
3010,"[0, 4, 13]"
3011,"[4, 6]"
3012,[1]
3013,"[6, 7, 16]"
3014,[4]
3015,"[6, 8, 11]"
3016,"[13, 6, 8]"
3017,"[7, 16]"
3018,"[6, 1]"
3019,"[13, 17, 10, 8]"
3020,"[3, 12]"
3021,[4]
3022,"[6, 7]"
3023,"[14, 6, 11, 16]"
3024,"[13, 6]"
3025,[6]
3026,"[6, 11]"
3027,"[1, 9]"
3028,"[13, 6, 8]"
3029,"[14, 4]"
3030,"[6, 7]"
3031,[6]
3032,"[13, 6, 10, 8]"
3033,"[6, 7]"
3034,"[4, 6, 7]"
3035,"[4, 6, 7]"
3036,"[14, 13, 8]"
3037,"[14, 13, 6]"
3038,"[14, 4]"
3039,"[6, 7]"
3040,[4]
3041,"[4, 7]"
3042,[6]
3043,"[6, 8]"
3044,[6]
3045,"[4, 9]"
3046,[4]
3047,[4]
3048,"[4, 6, 7]"
3049,[8]
3050,"[14, 4, 13, 8]"
3051,"[14, 4, 13, 6]"
3052,"[14, 13, 10, 7, 8]"
3053,[4]
3054,"[2, 3]"
3055,"[4, 7]"
3056,"[7, 9]"
3057,[8]
3058,"[4, 18]"
3059,"[14, 0, 6, 11]"
3060,[4]
3061,"[5, 1, 8]"
3062,"[6, 8]"
3063,[8]
3064,"[6, 11]"
3065,[6]
3066,[4]
3067,[4]
3068,[6]
3069,"[14, 0, 4, 9]"
3070,[4]
3071,"[1, 8]"
3072,"[4, 9]"
3073,[6]
3074,[4]
3075,"[4, 1, 8]"
3076,"[5, 7]"
3077,"[4, 5]"
3078,"[4, 7, 9]"
3079,"[4, 7]"
3080,"[14, 0, 5, 9]"
3081,"[0, 4, 1]"
3082,"[4, 1]"
3083,"[13, 6]"
3084,"[4, 7]"
3085,"[14, 0, 6, 8]"
3086,"[1, 10]"
3087,"[6, 7]"
3088,"[6, 10, 7]"
3089,"[4, 6, 7]"
3090,"[1, 8]"
3091,"[4, 7]"
3092,[6]
3093,"[4, 5, 7]"
3094,"[2, 3]"
3095,"[6, 7]"
3096,[4]
3097,"[4, 6, 5, 7]"
3098,"[2, 4, 5]"
3099,"[14, 8]"
3100,"[6, 7]"
3101,"[14, 4]"
3102,[6]
3103,"[14, 6]"
3104,[8]
3105,"[4, 7]"
3106,[18]
3107,[6]
3108,"[4, 6]"
3109,[6]
3110,"[14, 6]"
3111,[4]
3112,"[4, 6, 7]"
3113,[6]
3114,[6]
3115,[6]
3116,"[4, 6, 7]"
3117,[12]
3118,"[6, 7, 11]"
3119,"[1, 10]"
3120,[4]
3121,[9]
3122,[14]
3123,[6]
3124,"[14, 13, 6]"
3125,[4]
3126,"[4, 6, 7]"
3127,"[14, 0, 11]"
3128,"[14, 13, 6, 1, 8]"
3129,[6]
3130,"[13, 10]"
3131,[4]
3132,[4]
3133,[18]
3134,"[13, 6]"
3135,[4]
3136,[4]
3137,[4]
3138,"[6, 11]"
3139,"[14, 8]"
3140,[4]
3141,"[10, 8]"
3142,"[4, 13, 7]"
3143,"[4, 7]"
3144,"[4, 7]"
3145,"[14, 0, 3, 4]"
3146,[4]
3147,"[6, 8]"
3148,"[6, 8]"
3149,[18]
3150,[18]
3151,"[14, 13, 10, 8]"
3152,"[13, 6]"
3153,"[4, 5]"
3154,"[2, 3]"
3155,"[4, 13, 6, 8]"
3156,"[13, 6, 10]"
3157,"[4, 6, 7]"
3158,"[0, 4, 10, 7]"
3159,[4]
3160,"[6, 8]"
3161,[6]
3162,"[4, 6]"
3163,[4]
3164,[6]
3165,"[6, 7]"
3166,[6]
3167,"[14, 13, 6]"
3168,[6]
3169,"[14, 8]"
3170,[4]
3171,[4]
3172,"[14, 0, 4, 8]"
3173,[6]
3174,"[14, 0, 5, 9]"
3175,[4]
3176,[18]
3177,"[4, 6, 7]"
3178,"[6, 5]"
3179,[4]
3180,"[4, 7]"
3181,"[4, 6]"
3182,"[4, 6, 12]"
3183,"[4, 13]"
3184,[6]
3185,[4]
3186,"[3, 5, 12]"
3187,"[6, 7]"
3188,[6]
3189,"[13, 17, 8]"
3190,"[14, 4, 7]"
3191,[6]
3192,[18]
3193,"[7, 8]"
3194,"[0, 2, 3, 4, 5, 7]"
3195,"[4, 7]"
3196,"[6, 12, 7]"
3197,"[14, 6, 7, 11]"
3198,"[0, 6]"
3199,[6]
3200,[6]
3201,"[4, 7]"
3202,"[4, 16]"
3203,[6]
3204,"[0, 11, 16]"
3205,[6]
3206,"[13, 6, 8]"
3207,"[0, 16]"
3208,[16]
3209,"[4, 13]"
3210,[6]
3211,"[6, 7, 11]"
3212,"[6, 11]"
3213,"[14, 0, 6, 11]"
3214,[4]
3215,"[6, 7]"
3216,"[4, 9]"
3217,"[14, 13, 6]"
3218,[6]
3219,"[4, 6]"
3220,"[4, 11]"
3221,"[4, 18]"
3222,"[14, 13, 8]"
3223,"[14, 11]"
3224,"[13, 8]"
3225,"[14, 6]"
3226,"[4, 12, 7]"
3227,"[4, 6, 7]"
3228,[4]
3229,"[4, 7]"
3230,"[0, 2, 3, 5]"
3231,"[14, 0]"
3232,[4]
3233,"[14, 13, 8]"
3234,"[0, 6, 9]"
3235,"[13, 6]"
3236,"[6, 7]"
3237,[4]
3238,"[4, 7]"
3239,"[13, 6]"
3240,"[6, 7]"
3241,[4]
3242,"[13, 6, 10, 8]"
3243,[6]
3244,"[3, 4]"
3245,[14]
3246,[4]
3247,[6]
3248,"[13, 6, 8]"
3249,"[4, 6, 5, 7]"
3250,[6]
3251,"[4, 12]"
3252,"[4, 13]"
3253,"[14, 4]"
3254,"[14, 4]"
3255,"[4, 6]"
3256,[4]
3257,[1]
3258,"[6, 5, 1]"
3259,"[13, 6, 16]"
3260,"[6, 8, 11]"
3261,[6]
3262,"[4, 6, 10, 8]"
3263,"[4, 13, 6]"
3264,"[4, 1, 9]"
3265,"[6, 7]"
3266,[6]
3267,[6]
3268,[6]
3269,[17]
3270,[6]
3271,"[4, 6, 7, 16]"
3272,[6]
3273,"[6, 17]"
3274,[6]
3275,"[14, 4, 9, 8]"
3276,"[10, 8]"
3277,[1]
3278,"[14, 6, 7, 8]"
3279,[6]
3280,"[14, 8]"
3281,[14]
3282,"[14, 4, 6]"
3283,"[14, 9, 8]"
3284,"[14, 13]"
3285,"[0, 18, 15]"
3286,"[0, 2, 5, 9]"
3287,"[4, 7]"
3288,"[14, 6]"
3289,[6]
3290,"[13, 6, 8]"
3291,"[4, 6, 7]"
3292,[4]
3293,"[18, 15]"
3294,"[2, 6, 9, 15]"
3295,"[18, 15]"
3296,"[18, 15]"
3297,"[4, 5]"
3298,"[6, 11]"
3299,"[4, 6, 7]"
3300,[6]
3301,"[14, 13, 6]"
3302,"[0, 4, 5]"
3303,[6]
3304,"[4, 7]"
3305,"[6, 11]"
3306,"[4, 6, 12]"
3307,"[6, 11]"
3308,[4]
3309,"[0, 3, 4]"
3310,"[4, 6]"
3311,"[1, 9]"
3312,[6]
3313,[4]
3314,[6]
3315,"[6, 7]"
3316,"[14, 13, 6]"
3317,"[4, 7]"
3318,[4]
3319,"[4, 9]"
3320,"[4, 7]"
3321,"[17, 10, 8]"
3322,"[14, 4, 1, 9]"
3323,"[14, 13, 8]"
3324,[4]
3325,"[4, 6]"
3326,"[3, 4]"
3327,[4]
3328,"[6, 7]"
3329,"[13, 10, 8]"
3330,[6]
3331,[4]
3332,[4]
3333,[4]
3334,"[1, 10, 8]"
3335,"[4, 1]"
3336,"[0, 2, 3, 5]"
3337,[4]
3338,[6]
3339,"[10, 7, 8]"
3340,"[4, 6, 5]"
3341,[4]
3342,"[4, 7, 9]"
3343,"[4, 7]"
3344,"[4, 6]"
3345,[14]
3346,"[4, 1, 9]"
3347,"[0, 6, 16]"
3348,"[6, 7, 16]"
3349,[6]
3350,[1]
3351,"[4, 9]"
3352,"[4, 9]"
3353,"[6, 8]"
3354,"[14, 1, 9, 8]"
3355,"[14, 9, 8]"
3356,[6]
3357,[4]
3358,"[4, 10]"
3359,[4]
3360,"[6, 5, 7]"
3361,"[14, 0]"
3362,[14]
3363,"[0, 4, 9]"
3364,"[14, 13, 6]"
3365,"[4, 6]"
3366,"[14, 8]"
3367,"[6, 11]"
3368,"[4, 7]"
3369,"[14, 9]"
3370,[6]
3371,"[14, 4]"
3372,"[4, 6, 7]"
3373,[4]
3374,"[4, 12, 9]"
3375,"[6, 12, 10]"
3376,"[0, 4, 5]"
3377,[4]
3378,"[14, 11]"
3379,[6]
3380,"[14, 6, 10]"
3381,[6]
3382,"[4, 6]"
3383,"[4, 13, 7]"
3384,"[4, 7]"
3385,"[4, 5]"
3386,"[13, 6]"
3387,"[4, 13, 10, 8]"
3388,"[13, 6]"
3389,[6]
3390,"[14, 4, 13]"
3391,[14]
3392,[6]
3393,[6]
3394,[4]
3395,[4]
3396,"[4, 7]"
3397,[4]
3398,[4]
3399,"[2, 4, 12]"
3400,"[6, 9, 8]"
3401,"[6, 7, 9]"
3402,"[4, 6]"
3403,"[14, 13, 8]"
3404,[14]
3405,"[14, 8]"
3406,"[0, 4]"
3407,"[14, 4, 6]"
3408,[14]
3409,"[14, 0, 9, 8]"
3410,"[4, 7]"
3411,"[14, 13, 8]"
3412,"[4, 6]"
3413,"[4, 6, 12]"
3414,"[14, 0, 6, 9]"
3415,"[4, 6, 7]"
3416,"[13, 1, 8]"
3417,"[4, 6]"
3418,[4]
3419,"[0, 4]"
3420,"[14, 6]"
3421,"[6, 1, 10, 8]"
3422,[4]
3423,"[13, 6, 8]"
3424,"[4, 13]"
3425,[4]
3426,[4]
3427,"[1, 8]"
3428,[6]
3429,"[4, 7]"
3430,"[14, 4, 13, 8]"
3431,"[14, 4]"
3432,[4]
3433,"[4, 13]"
3434,[4]
3435,[4]
3436,"[4, 6]"
3437,"[0, 3, 4, 6]"
3438,"[0, 4]"
3439,[4]
3440,"[0, 6]"
3441,"[10, 8]"
3442,"[13, 12]"
3443,"[13, 6]"
3444,"[4, 1]"
3445,"[6, 7, 8]"
3446,"[3, 4, 7]"
3447,"[14, 4]"
3448,[6]
3449,"[0, 4]"
3450,[4]
3451,"[6, 12]"
3452,"[4, 12, 16]"
3453,"[6, 16]"
3454,[18]
3455,"[6, 9]"
3456,[4]
3457,[1]
3458,"[14, 4]"
3459,[4]
3460,"[14, 2, 4, 13, 6, 7, 8]"
3461,"[6, 1, 10, 8]"
3462,"[14, 4, 16]"
3463,[4]
3464,[6]
3465,"[1, 8]"
3466,"[6, 7, 11]"
3467,[4]
3468,[4]
3469,[4]
3470,"[0, 4]"
3471,"[1, 9, 8]"
3472,"[4, 6, 7]"
3473,"[7, 9]"
3474,"[4, 7]"
3475,"[4, 6, 7]"
3476,"[4, 7]"
3477,[1]
3478,[6]
3479,"[14, 3, 4]"
3480,"[14, 3, 4]"
3481,"[14, 3]"
3482,"[6, 1, 10, 8]"
3483,"[14, 0, 6, 7]"
3484,"[4, 6, 12]"
3485,"[4, 6]"
3486,[6]
3487,"[13, 6, 7]"
3488,[18]
3489,[8]
3490,[6]
3491,[6]
3492,[4]
3493,"[4, 13]"
3494,"[6, 12, 7]"
3495,"[13, 6, 8]"
3496,"[4, 12, 9]"
3497,[6]
3498,"[4, 7]"
3499,[18]
3500,[6]
3501,"[6, 16]"
3502,"[1, 8]"
3503,[6]
3504,"[6, 7]"
3505,"[4, 5, 1, 12, 8]"
3506,[1]
3507,"[13, 1, 10]"
3508,"[0, 4, 7, 11]"
3509,"[4, 7]"
3510,"[4, 7]"
3511,"[14, 0, 4, 13]"
3512,"[14, 0, 6, 7, 8]"
3513,[6]
3514,"[14, 4, 7, 11]"
3515,"[6, 8]"
3516,"[4, 6]"
3517,"[10, 8]"
3518,[6]
3519,[6]
3520,"[6, 12]"
3521,"[0, 9]"
3522,[9]
3523,[8]
3524,[6]
3525,[4]
3526,"[14, 0, 4, 6]"
3527,"[0, 8]"
3528,"[3, 4]"
3529,"[4, 7]"
3530,"[4, 6]"
3531,"[14, 0, 6, 11]"
3532,[1]
3533,"[4, 7]"
3534,"[13, 6]"
3535,"[4, 12]"
3536,"[1, 10, 8]"
3537,[6]
3538,"[6, 7]"
3539,"[6, 7]"
3540,"[4, 13, 7]"
3541,"[4, 13]"
3542,"[14, 4]"
3543,[6]
3544,"[13, 6, 17, 10, 8]"
3545,"[4, 6]"
3546,"[14, 2, 9]"
3547,[1]
3548,"[14, 13, 8]"
3549,"[6, 12]"
3550,[4]
3551,[6]
3552,"[4, 13]"
3553,"[18, 15]"
3554,"[13, 1, 10, 8]"
3555,[14]
3556,"[4, 6]"
3557,[6]
3558,"[2, 6, 5]"
3559,"[6, 5, 10, 9]"
3560,"[1, 8]"
3561,"[4, 7]"
3562,"[6, 10, 9, 8]"
3563,"[14, 4, 13, 6]"
3564,[6]
3565,"[13, 6]"
3566,[6]
3567,[8]
3568,"[0, 2, 3, 4, 5]"
3569,"[14, 9, 8]"
3570,[6]
3571,"[13, 6]"
3572,"[4, 5, 7]"
3573,"[1, 8]"
3574,"[0, 3, 5]"
3575,"[4, 13, 10, 8]"
3576,"[0, 4, 5]"
3577,[4]
3578,"[14, 13, 6, 8]"
3579,"[6, 5, 1, 8, 11]"
3580,[6]
3581,"[4, 9]"
3582,"[0, 4, 5]"
3583,"[6, 12, 7]"
3584,"[13, 6, 7]"
3585,"[14, 0, 5]"
3586,"[6, 11]"
3587,[6]
3588,"[13, 6, 7, 8]"
3589,"[6, 7]"
3590,"[6, 7]"
3591,[4]
3592,"[4, 6, 12]"
3593,"[5, 10, 8]"
3594,[6]
3595,[4]
3596,"[10, 8]"
3597,"[6, 12]"
3598,"[14, 9]"
3599,"[14, 0, 9]"
3600,[9]
3601,[13]
3602,"[14, 13, 8]"
3603,[14]
3604,"[0, 6, 8]"
3605,"[4, 9]"
3606,"[0, 9]"
3607,"[4, 13]"
3608,"[14, 0, 4, 6, 7, 8]"
3609,"[13, 8]"
3610,"[14, 6, 11]"
3611,[6]
3612,[18]
3613,"[0, 16]"
3614,"[13, 8]"
3615,"[0, 6, 7]"
3616,"[14, 6, 8]"
3617,"[9, 8]"
3618,"[6, 11]"
3619,"[13, 10]"
3620,[6]
3621,"[4, 6]"
3622,"[4, 7]"
3623,[4]
3624,"[10, 7, 9, 8]"
3625,[6]
3626,[6]
3627,"[6, 10, 8]"
3628,"[4, 6]"
3629,"[0, 4, 5, 9]"
3630,[4]
